Name,Min_OS,Recom_OS,Min_Direct_X,Min_HDD_Space,Recom_CPU_Max_Temp,Recom_HDD_Space,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Recom_CPU_Max_Temp,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth
Lucius 2 : The Prophecy,Windows XP 64-bit,Windows 7 64-bit,DirectX 9,5 GB,67.5,5 GB,65.0,2.0,3.08,45.0,67.5,960.0,1054.5,10.05,16.0,42.5,125.9
Schar: Blue Shield,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Cold Fear,Windows 2000,Windows XP 32-bit,DirectX 9,3 GB,0.0,3 GB,180.0,1.0,2.0,130.0,0.0,64.0,390.0,8.1,0.0,0.0,6.25
Craftlands Workshoppe,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,1 GB,70.0,1 GB,38.5,3.0,2.85,38.5,70.0,1024.0,1187.5,11.1,16.5,37.0,76.0
Kingdom,Windows XP 32-bit,Windows 8 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Shogun 2: Total War - Fall of the Samurai,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,22 GB,67.5,32 GB,130.0,1.0,2.55,38.5,67.5,256.0,325.0,9.5,2.0,2.0,8.4
Jalopy,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,1 GB,69.5,1 GB,33.5,2.5,2.9,38.5,69.5,1536.0,1075.0,11.15,6.0,14.5,34.4
Eron,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Borderlands 2: Mechromancer,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,0.0,2 GB,77.5,2.0,2.565,55.0,0.0,256.0,550.0,10.0,2.5,5.0,17.6
Starship EVO,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,4 GB,0.0,4 GB,23.0,6.0,3.7,14.0,0.0,1536.0,1325.0,11.2,25.5,59.5,129.6
Dungeons and Dragons RPG,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
State Of Decay 2,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,16 GB,36.5,16 GB,32.0,5.0,3.6,27.0,36.5,2048.0,1351.0,11.1,32.5,89.5,172.95
Block Multiplayer: RPG,Windows Vista 64-bit,Windows 10 64-bit,DirectX 10,3 GB,36.5,3 GB,14.0,4.0,3.55,18.0,36.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Angry Video Game Nerd Adventures,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,1.95,65.0,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Atomicrops,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,1 GB,35.0,1 GB,30.0,3.0,2.45,33.5,35.0,1024.0,1037.5,11.0,17.5,31.5,116.4
Batman: Arkham Origins - Cold Cold Heart,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,15 GB,67.5,15 GB,65.0,2.0,3.03,45.0,67.5,640.0,915.5,10.55,18.5,28.0,90.6
Farm Manager 2021,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,8 GB,36.5,8 GB,32.0,6.0,3.7,32.0,36.5,4096.0,1826.0,12.05,46.0,123.5,169.64999999999998
Sleeping Dogs,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,15 GB,35.0,15 GB,65.0,2.0,2.215,65.0,35.0,768.0,900.5,11.0,14.5,25.0,76.85
I Expect You To Die 2,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,10 GB,36.5,10 GB,18.0,4.0,3.4,18.0,36.5,7168.0,2001.0,12.05,61.5,159.5,224.1
Penny Arcade - Precipice of Darkness episode three,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,32.5,0MB,180.0,1.0,2.8,110.0,32.5,128.0,200.0,10.0,2.0,3.0,3.2
Six Oclock High,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Fatal Frame: Maiden of Black Water,Windows 8 64-bit,Windows 8 64-bit,DirectX 11,25 GB,36.5,25 GB,45.0,4.0,3.75,32.0,36.5,2048.0,1626.0,11.55,22.0,75.0,72.1
UFO2 Extraterrestrials: Battle for Mercury,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Crash Time: Autobahn Pursuit,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,36.0,3 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Bierzerkers,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,6 GB,32.5,6 GB,77.5,2.0,3.2,33.5,32.5,1024.0,950.0,11.05,5.0,11.0,39.2
ITTA,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,0MB,70.5,0MB,55.0,2.0,2.53,45.0,70.5,512.0,1050.0,10.5,12.0,27.5,67.2
Age of Empires II HD: Rise of the Rajas,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,2 GB,36.0,2 GB,180.0,1.0,1.75,65.0,36.0,256.0,262.5,9.0,0.0,0.0,6.4
Star Wars: The Old Republic - Rise of the Hutt Cartel,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,36.5,1 GB,90.0,1.0,2.9665,38.5,36.5,256.0,200.0,10.55,1.5,2.0,3.2
The Starving Tournament,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
XCOM: Enemy Unknown Slingshot,Windows Vista 32-bit,Windows 7 64-bit,DirectX 9,20 GB,61.0,20 GB,65.0,2.0,2.75,65.0,61.0,384.0,600.0,10.0,3.0,7.0,19.2
Encased: A Sci-Fi Post-Apocalyptic RPG,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,6 GB,36.5,6 GB,27.0,6.0,3.45,18.0,36.5,1536.0,945.5,11.0,10.0,24.0,46.25
NANOS,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Dakar 18,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,40 GB,36.5,40 GB,32.0,5.0,3.35,18.0,36.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
The Walking Dead: Episode 3 The Long Road Ahead,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.5,2 GB,155.0,1.0,2.5,65.0,36.5,256.0,600.0,10.55,2.0,2.5,16.0
Hired Ops,Windows XP 64-bit,Windows 7 64-bit,DirectX 9,8 GB,67.0,8 GB,65.0,2.5,3.2,32.0,67.0,768.0,950.0,11.05,5.0,11.0,39.2
VTOL VR,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,1 GB,0.0,1 GB,27.0,6.0,3.5,14.0,0.0,6144.0,1626.5,12.0,65.0,141.5,304.2
Bear With Me - Episode Three,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1.2 GB,66.5,1.2 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Magician and Looters,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Cliffs of War: Fortress Defenders,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,0.0,0MB,155.0,1.0,2.565,155.0,0.0,256.0,450.0,10.0,2.0,4.5,14.4
Madden NFL 23,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,50 GB,64.0,50 GB,21.0,3.0,3.35,27.0,64.0,1024.0,1626.0,11.55,22.0,75.0,72.1
Resident Evil 7,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,50 GB,52.5,50 GB,27.0,5.0,4.05,11.0,52.5,2048.0,1376.0,11.55,24.5,77.5,136.15
Ben and Ed,Windows 7 32-bit,Windows 7 64-bit,DirectX 10,5 GB,32.5,5 GB,48.5,4.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Shaun the Sheep 2 : Home Sheep Home,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Beneath the Crimson Moon,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
A Story About My Uncle,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Endless Sky,Windows XP 32-bit,Windows XP 32-bit,,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
The House of Da Vinci 2,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,7 GB,34.5,7 GB,55.0,2.0,3.25,27.0,34.5,768.0,899.0,11.05,3.0,6.0,21.6
Our Darker Purpose,Windows XP 32-bit,Windows XP 32-bit,DirectX 10,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,256.0,630.0,9.0,3.5,5.5,40.3
Taur,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,3 GB,67.0,3 GB,32.0,3.0,3.45,32.0,67.0,1280.0,826.0,10.55,12.0,23.5,76.85
Guts and Glory,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,3 GB,73.0,10 GB,97.5,1.5,3.2,38.5,73.0,2048.0,1008.0,11.1,10.0,22.5,50.25
Demolish and Build Company 2017,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,36.5,15 GB,38.5,2.5,3.3,32.0,36.5,1024.0,1025.5,11.0,27.5,47.5,131.25
Samorost 3,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
The Darkness 2,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,8 GB,70.5,10 GB,77.5,2.0,2.35,65.0,70.5,1024.0,699.0,10.55,2.0,4.5,11.2
Dragon Nest,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,4 GB,155.0,1.0,1.85,65.0,66.5,192.0,175.0,9.5,1.0,1.0,2.8
Erzurum,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,6 GB,36.5,6 GB,32.0,5.0,3.5,18.0,36.5,3584.0,1376.0,11.15,52.0,162.5,304.2
AVICII Invector,Windows Vista 32-bit,Windows 10 64-bit,DirectX 11,2.5 GB,30.5,2.5 GB,135.0,1.0,2.8,55.0,30.5,1536.0,650.0,11.0,3.0,4.0,17.6
Risen,Windows XP 32-bit,0,DirectX 9,2.5 GB,36.0,2.5 GB,110.0,1.0,1.8,77.5,36.0,256.0,400.0,10.5,3.5,4.5,9.6
Sims 3: Hidden Springs,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,155.0,1.0,2.05,65.0,66.5,192.0,137.5,9.0,0.0,0.0,4.4
Duke Nukem 3D: 20th Anniversary World Tour,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,1.2 GB,67.0,1.2 GB,65.0,2.0,2.715,48.5,67.0,384.0,750.0,10.05,5.0,16.5,24.0
QRTH-PHYL,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
theHunter: Call of the Wild,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,20 GB,36.5,20 GB,32.0,6.0,3.75,32.0,36.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Chainsaw Warrior: Lords of the Night,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,64.0,237.5,9.55,1.5,1.5,7.6
Doom 4,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,55 GB,52.5,55 GB,32.0,6.0,3.7,27.0,52.5,2048.0,1351.0,11.1,31.5,95.0,172.95
The Waylanders,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,40 GB,0.0,40 GB,14.0,6.0,3.4,14.0,0.0,7168.0,2001.0,12.05,61.5,159.5,224.1
HTC Vive,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,0,36.5,0,27.0,5.0,3.65,27.0,36.5,3584.0,1376.0,11.05,48.0,166.0,304.2
Danganronpa: Trigger Happy Havoc,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,5 GB,33.5,6 GB,45.0,2.5,3.25,27.0,33.5,1024.0,975.0,10.6,5.5,16.0,31.2
Divinity 2: Flames Of Vengence,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,0.0,2 GB,65.0,2.0,2.85,67.5,0.0,256.0,840.0,9.0,0.0,0.0,42.55
Garrys Mod VR,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,20 GB,38.5,3.0,3.95,27.0,36.5,1536.0,1425.0,11.15,15.5,53.5,91.2
Tom Clancy: Ghost Recon Online,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5 GB,37.0,5 GB,77.5,1.0,2.765,55.0,37.0,512.0,650.0,10.5,3.5,6.5,14.4
Babel Rising,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.0,0MB,90.0,2.0,2.4,77.5,66.0,256.0,550.0,9.5,1.5,3.0,17.6
Combat Extreme 2.0,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Overwatch,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,5 GB,71.5,5 GB,38.5,2.5,2.93,38.5,71.5,768.0,946.5,11.05,16.0,31.5,89.4
Deformers,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,2 GB,71.0,2 GB,65.0,2.0,2.25,48.5,71.0,320.0,800.0,10.0,7.0,16.5,44.8
Highborn,Windows XP 32-bit,Windows Vista 64-bit,DirectX 9,3 GB,36.0,3 GB,130.0,1.0,3.2,45.0,36.0,320.0,651.5,9.5,6.0,6.0,60.6
The Trench,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,8 GB,66.5,8 GB,155.0,1.0,2.05,65.0,66.5,384.0,750.0,9.5,1.5,3.0,36.8
Final Upgrade,Windows 10 64-bit,0,DirectX 11,5 GB,33.5,5 GB,27.0,5.0,3.65,27.0,33.5,2560.0,1626.0,11.6,33.5,133.5,256.15
Neverwinter Nights 2: Mask of the betrayer,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5.5 GB,0.0,5.5 GB,155.0,1.0,2.5835,110.0,0.0,128.0,200.0,9.0,0.0,0.0,3.2
Project CARS,Windows 7 64-bit,Windows 8 64-bit,DirectX 9,7 GB,34.5,7 GB,45.0,4.0,3.55,27.0,34.5,960.0,1099.5,10.5,15.0,35.5,94.35
The Witcher III: Wild Hunt - Hearts of Stone,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,52.5,40 GB,38.5,4.0,3.7,27.0,52.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Northern Shadow,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,5 GB,37.0,5 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Astroneer,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,20 GB,38.5,3.0,3.95,27.0,36.5,1536.0,1425.0,11.15,15.5,53.5,91.2
Age of Conan: Rise Of The Godslayer,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3.5 GB,36.0,3.5 GB,77.5,2.0,2.865,45.0,36.0,256.0,840.0,9.5,2.0,4.5,42.55
Silent Enemy,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.0,2 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Xuan-Yuan Sword VII,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,50 GB,50.0,50 GB,27.0,6.0,3.55,14.0,50.0,1024.0,1751.5,12.05,28.5,71.0,56.1
Rocksmith - The Offspring 3-Song Pack,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,67.0,1 GB,77.5,2.0,2.88,65.0,67.0,256.0,700.0,10.0,3.5,7.5,22.4
Freddys Back,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Battle Battalions,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,4 GB,67.0,4 GB,65.0,2.0,2.63,55.0,67.0,768.0,1113.0,10.05,12.0,29.5,71.25
Democracy 3: Extremism,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Iron Blood VR,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,3 GB,50.0,4 GB,27.0,6.0,3.55,14.0,50.0,4096.0,1501.5,11.6,63.5,137.5,272.2
This is the Zodiac Speaking,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,7 GB,70.0,7 GB,38.5,3.0,2.85,38.5,70.0,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Police Force,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5 GB,66.5,5 GB,130.0,1.0,2.0,77.5,66.5,256.0,375.0,9.0,0.0,0.0,10.0
Murdered: Soul Suspect,Windows Vista 32-bit,Windows 7 64-bit,DirectX 9,20 GB,69.0,20 GB,45.0,2.0,2.73,38.5,69.0,768.0,1000.0,10.05,10.5,32.5,64.0
House on the Hill,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,10 GB,36.0,10 GB,27.0,4.0,3.55,27.0,36.0,1664.0,1018.5,11.05,26.0,44.5,143.75
Agents of Mayhem,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,20 GB,33.0,20 GB,27.0,3.0,2.75,27.0,33.0,2048.0,1487.5,11.6,17.5,53.5,95.2
Doom VFR,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,17 GB,0.0,17 GB,27.0,6.0,3.8,14.0,0.0,6144.0,1876.0,12.05,74.5,192.0,240.15
Galactic Ruler,Windows 8 64-bit,Windows 10 64-bit,DirectX 11,2 GB,30.5,2 GB,155.0,1.0,2.8,55.0,30.5,768.0,899.0,11.05,3.0,6.0,21.6
Decay of Logos,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,3 GB,36.5,3 GB,27.0,6.0,3.4000000000000004,18.0,36.5,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Awesomenauts: Overdrive Expansion,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1.5 GB,66.5,1.5 GB,87.5,1.5,2.1,77.5,66.5,256.0,200.0,10.1,2.5,2.5,3.2
Nickelodeon All-Star Brawl,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,0.0,15 GB,27.0,5.0,3.35,14.0,0.0,2048.0,1576.5,12.05,34.5,68.5,145.7
Valhall: Harbinger,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,20 GB,0.0,20 GB,14.0,4.0,3.75,14.0,0.0,4096.0,1751.5,12.0,53.5,152.5,224.2
Rise of the Triad,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,5 GB,70.5,5 GB,65.0,2.0,2.4,65.0,70.5,512.0,1013.0,10.05,11.0,23.0,64.85
Scarlet Nexus,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,50 GB,36.5,50 GB,27.0,6.0,3.55,17.0,36.5,2560.0,1438.5,11.1,31.5,108.5,228.15
Assassins Creed: Valhalla - Wrath of the Druids,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,50 GB,36.5,50 GB,18.0,4.0,3.4000000000000004,18.0,36.5,2048.0,1564.0,12.05,34.5,92.0,144.1
Warp,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1.5 GB,66.5,1.5 GB,110.0,1.0,2.15,65.0,66.5,192.0,712.5,9.55,1.5,1.5,15.2
Darksiders Warmastered Edition,Windows XP 64-bit,Windows 7 64-bit,DirectX 9,13 GB,0.0,13 GB,77.5,2.0,2.465,48.5,0.0,512.0,850.0,10.05,11.0,29.0,54.400000000000006
Alien: Isolation,Windows 7 32-bit,Windows 7 64-bit,DirectX 11,35 GB,66.5,35 GB,45.0,2.5,3.1,45.0,66.5,1024.0,950.0,11.0,3.5,10.0,46.4
Real Horror Stories,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Xenonauts,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5 GB,66.5,5 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Johnny Horror,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Just Cause 5,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,60 GB,36.5,60 GB,32.0,5.0,3.3,18.0,36.5,2048.0,1451.0,11.15,31.5,86.5,185.75
Fallout 4 - Contraptions Workshop,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,30 GB,36.5,30 GB,38.5,4.0,4.15,11.0,36.5,1536.0,1112.5,11.05,27.0,54.5,126.0
Bliss Maze,Windows 7 32-bit,Windows 7 64-bit,DirectX 11,10 GB,32.5,10 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.55,1.5,5.5,14.4
London Faversham High Speed,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,6 GB,36.0,6 GB,55.0,2.0,3.165,45.0,36.0,768.0,750.0,10.5,6.5,9.5,35.2
Mazi - Remastered,Windows 7 64-bit,Windows 10 64-bit,DirectX 12,2 GB,36.5,2 GB,27.0,3.0,3.45,18.0,36.5,1280.0,950.0,11.5,6.5,15.0,39.2
SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,Windows XP 32-bit,Windows XP 64-bit,DirectX 9,5 GB,0.0,5 GB,180.0,1.0,2.265,130.0,0.0,128.0,311.0,8.55,0.0,0.0,4.1000000000000005
Akibas Trip: Undead And Undressed,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,3 GB,69.5,3 GB,33.5,2.5,2.9,38.5,69.5,1024.0,1026.0,11.0,12.0,25.0,65.65
Dauntless,Windows XP 32-bit,Windows 7 64-bit,DirectX 11,24 GB,65.0,24 GB,38.5,3.0,2.78,45.0,65.0,2048.0,1451.0,11.55,29.0,97.0,161.7
Tony Hawks American Wasteland,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3.5 GB,0.0,3.5 GB,90.0,1.0,1.75,130.0,0.0,256.0,366.5,9.5,1.0,1.0,5.85
Crush Online,Windows XP 32-bit,Windows XP 32-bit,DirectX 10,1 GB,71.0,0,32.0,2.0,2.45,43.5,71.0,256.0,750.0,10.0,5.5,8.0,36.8
KickBeat Steam Edition,Windows Vista 32-bit,Windows Vista 32-bit,DirectX 11,2 GB,66.5,2 GB,77.5,2.0,2.1,77.5,66.5,384.0,700.0,10.0,3.5,7.5,22.4
Demolition Master 3D,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Space Mechanic Simulator,Windows XP 64-bit,Windows 10 64-bit,DirectX 11,10 GB,36.5,10 GB,23.0,5.0,3.25,27.0,36.5,2048.0,1451.0,11.15,27.5,78.5,161.7
Tales of Aravorn: Seasons of The Wolf,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Retention,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Deadlight,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5 GB,36.0,5 GB,155.0,1.0,1.95,65.0,36.0,256.0,250.0,10.5,1.5,3.5,2.0
Mass Effect 3,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,15 GB,61.0,15 GB,65.0,2.0,2.75,65.0,61.0,512.0,395.0,10.55,1.0,2.5,6.3
Piloteer,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Ruzar - The Life Stone,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,1 GB,35.5,1 GB,65.0,2.0,2.93,38.5,35.5,1408.0,924.5,10.05,16.0,46.0,139.1
Hearts of Iron III,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,2 GB,66.5,2 GB,110.0,1.0,1.93,77.5,66.5,256.0,750.0,9.0,3.0,3.0,48.0
Rising Lords,Windows XP 64-bit,Windows 10 64-bit,DirectX 9,0MB,70.0,0MB,55.0,2.0,2.85,38.5,70.0,512.0,650.0,10.05,6.5,25.0,28.0
Rugby 15,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,3 GB,33.5,3 GB,65.0,2.0,3.5,27.0,33.5,768.0,450.0,10.6,3.0,6.5,7.2
Population: One,Windows 10 64-bit,Windows 10 64-bit,DirectX 9,5 GB,36.5,5 GB,18.0,4.0,3.55,18.0,36.5,4096.0,1751.5,12.0,53.5,152.5,224.2
Spintires: MudRunner,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,15 GB,67.0,15 GB,38.5,3.0,2.95,38.5,67.0,1536.0,1187.5,11.6,6.5,15.0,56.0
Future Wars,Windows 7 32-bit,0,DirectX 9,8 GB,0.0,8 GB,180.0,1.0,2.2885,130.0,0.0,64.0,358.0,7.55,0.0,0.0,5.050000000000001
Forge Quest,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Duck Season,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,7 GB,0.0,7 GB,27.0,6.0,3.3,14.0,0.0,4096.0,1751.5,12.0,53.5,152.5,224.2
Alliance of Valiant Arms,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,6 GB,32.5,2 GB,155.0,1.0,2.4,90.0,32.5,192.0,304.0,9.0,1.0,1.0,4.85
Aliens vs Predator,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,66.5,10 GB,130.0,1.0,2.315,65.0,66.5,384.0,450.0,9.0,0.0,0.0,14.4
The Fantastic Fivesome,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
